"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"352","democrat","n","y","n","y","n","y","y","y","y","n","y","n","y","n","y","y"
"353","republican","n","n","y","y","y","y","y","n","n","y","y","y","y","y","n","y"
"354","democrat","n","y","y","n","n","y","y","y","y","y","n","n","n","n","y","y"
"355","republican","y","n","y","y","n","n","n","y","y","y","n","n","n","y","y","y"
"356","republican","n","n","n","y","y","y","n","n","n","n","n","y","y","y","n","n"
"357","republican","n","n","n","y","y","y","n","n","n","n","n","y","y","y","n","n"
"358","democrat","y","y","y","n","n","y","y","y","y","y","y","y","y","y","n","y"
"359","republican","n","n","n","y","y","y","n","n","n","y","n","y","y","y","n","y"
"360","democrat","y","n","y","n","n","y","y","y","y","y","n","n","y","n","n","y"
"361","democrat","y","n","y","n","y","y","y","n","y","y","n","n","y","y","n","y"
"362","democrat","y","y","y","n","n","y","y","y","y","y","y","y","y","n","n","y"
"363","republican","y","y","n","y","y","y","n","n","n","y","y","n","y","n","n","n"
"364","republican","y","y","n","y","y","y","n","n","n","n","y","n","y","y","n","y"
"365","democrat","n","y","n","n","y","y","n","n","n","y","y","n","y","y","n","n"
"366","democrat","y","n","y","n","n","n","y","y","n","y","y","n","n","n","n","y"
"367","democrat","y","y","y","n","y","y","y","y","n","y","y","n","n","n","y","y"
"368","democrat","n","y","y","n","n","y","y","y","n","y","n","n","n","n","y","y"
"369","republican","n","y","n","y","y","y","n","n","n","n","n","n","y","y","n","y"
"370","democrat","y","y","y","n","n","y","y","y","n","y","y","n","n","n","y","y"
"371","democrat","y","y","y","n","n","n","y","y","y","y","n","n","n","n","y","y"
"372","democrat","n","y","y","y","y","y","n","n","n","n","y","y","y","y","n","n"
"373","democrat","n","y","y","y","y","y","n","y","n","y","n","n","y","y","n","y"
"374","republican","n","y","n","y","y","y","n","n","n","n","n","y","y","y","n","y"
"375","democrat","n","y","n","y","y","y","n","n","n","n","y","y","n","y","n","n"
"376","democrat","y","n","y","n","n","n","y","y","y","n","y","n","n","n","y","y"
"377","republican","n","y","n","y","y","y","n","n","n","n","n","y","y","y","n","y"
"378","republican","n","n","n","y","y","y","n","n","n","n","n","y","y","y","n","y"
"379","republican","n","n","n","y","y","y","n","n","n","n","n","y","y","y","n","y"
"380","democrat","y","y","y","n","n","y","y","y","y","n","y","n","y","n","y","y"
"381","democrat","y","y","y","n","y","y","y","y","y","y","y","n","y","y","n","y"
"382","democrat","y","y","n","y","y","y","n","n","n","n","y","n","y","y","n","y"
"383","democrat","y","y","y","n","y","y","n","y","y","y","y","n","n","n","n","y"
"384","democrat","y","y","y","y","y","y","n","n","n","n","y","y","y","y","n","y"
"385","democrat","y","y","n","n","y","y","n","n","n","n","y","y","y","y","y","n"
"386","democrat","n","n","y","n","y","y","n","y","n","n","y","n","n","n","n","y"
"387","democrat","y","y","y","n","y","y","n","y","y","n","y","n","n","y","n","y"
"388","democrat","n","y","y","y","y","y","n","n","n","n","n","y","y","y","n","y"
"389","democrat","y","n","y","n","n","n","y","y","y","n","y","n","n","n","y","y"
"390","democrat","n","n","n","n","n","y","n","n","n","n","y","y","n","y","n","n"
"391","democrat","y","y","n","n","n","n","n","y","y","n","y","n","n","n","y","n"
"392","republican","y","y","n","y","y","y","n","n","n","n","y","y","y","y","n","y"
"393","republican","n","n","n","n","n","y","n","y","y","n","n","y","y","n","n","y"
"394","democrat","y","y","n","n","n","y","n","n","n","n","y","n","y","n","n","y"
"395","democrat","y","y","y","n","n","n","n","y","n","n","y","n","n","n","y","y"
"396","democrat","y","y","y","n","y","y","n","y","n","n","y","n","y","n","y","y"
"397","democrat","y","y","n","n","y","y","n","n","n","n","y","n","y","y","n","y"
"398","democrat","n","y","y","n","y","y","n","y","n","n","n","n","n","n","n","y"
"399","republican","n","y","n","y","y","y","n","n","n","y","n","y","y","y","n","n"
"400","republican","n","y","n","y","y","y","n","n","n","n","n","y","y","y","n","n"
"401","republican","n","y","n","y","y","y","n","n","n","y","y","y","y","y","n","n"
"402","republican","n","n","y","y","n","y","y","y","y","y","n","y","n","y","n","y"
"403","republican","n","y","n","y","y","y","n","n","n","y","n","y","y","y","n","n"
"404","republican","y","y","n","y","y","y","n","n","n","y","n","y","y","y","n","y"
"405","republican","n","n","n","y","y","y","n","n","n","n","n","y","y","y","n","y"
"406","democrat","y","n","y","n","y","y","n","n","y","y","n","n","y","y","n","y"
"407","democrat","n","n","n","y","y","y","n","n","n","n","y","y","y","y","n","n"
"408","democrat","y","n","y","n","n","y","y","y","y","n","n","y","n","y","y","y"
"409","republican","n","n","n","y","y","y","n","n","n","n","n","y","y","y","n","n"
"410","republican","n","n","n","y","y","y","n","n","n","n","y","y","y","y","n","y"
"411","democrat","y","n","y","n","n","y","y","y","y","y","y","n","n","n","n","y"
"412","republican","n","n","n","y","y","y","n","n","n","y","n","y","y","y","n","y"
"413","republican","y","y","y","y","y","y","y","y","n","y","n","y","y","y","n","y"
"414","democrat","y","y","y","n","n","n","y","y","y","n","n","n","n","n","n","y"
"415","democrat","n","y","y","n","n","y","y","y","y","y","n","n","n","n","n","y"
"416","republican","y","y","n","y","y","y","n","n","n","y","n","n","y","y","n","y"
"417","democrat","y","y","y","n","n","n","y","y","y","y","y","n","y","n","n","y"
"418","democrat","y","y","y","n","n","n","y","y","n","y","n","n","n","n","n","y"
"419","democrat","y","y","y","n","n","n","y","y","y","n","n","n","n","n","n","y"
"420","republican","y","y","y","y","y","y","y","y","n","y","n","n","y","y","n","y"
"421","democrat","n","y","y","n","y","y","y","y","n","n","y","n","y","n","y","y"
"422","democrat","n","n","y","n","n","y","y","y","y","n","y","n","n","n","y","y"
"423","democrat","n","y","y","n","n","y","y","y","y","n","y","n","n","y","y","y"
"424","democrat","n","y","y","n","n","n","y","y","y","y","y","n","n","y","y","y"
"425","democrat","n","n","y","n","n","n","y","y","n","y","y","n","n","n","y","y"
"426","democrat","y","n","y","n","n","n","y","y","y","y","n","n","n","n","y","y"
"427","republican","n","n","n","y","y","y","y","y","n","y","n","y","y","y","n","y"
"428","democrat","y","n","y","n","n","n","y","y","y","y","n","n","y","n","y","y"
"429","democrat","y","n","y","n","n","n","y","y","y","y","n","y","n","n","y","y"
"430","republican","n","n","y","y","y","y","n","n","y","y","n","y","y","y","n","y"
"431","democrat","n","n","y","n","n","n","y","y","y","y","n","n","n","n","n","y"
"432","republican","n","y","n","y","y","y","n","n","n","n","y","y","y","y","n","y"
"433","republican","n","n","n","y","y","y","n","n","n","n","n","y","y","y","n","y"
"434","republican","n","y","n","y","y","y","n","n","n","y","n","y","y","y","n","n"
